,0,1
0,0.0,7.498530503519385
1,0.1,5.27496908816124
2,0.2,0.6710957246230111
3,0.30000000000000004,3.076132473552853
4,0.4,10.338678366023366
5,0.5,12.195498032103009
6,0.6000000000000001,1.1191517014915773
7,0.7000000000000001,1.0957824730064933
8,0.8,4.8189568682764445
9,0.9,13.716455065877913
10,1.0,10.705424316976215
11,1.1,3.5809129476685833
12,1.2000000000000002,6.549945826512487
13,1.3,18.17092019964268
14,1.4000000000000001,16.66664597936635
15,1.5,7.915528432594435
16,1.6,11.63346603663568
17,1.7000000000000002,17.13851703456252
18,1.8,16.193526279185587
19,1.9000000000000001,20.16039452070155
20,2.0,27.772042945514972
21,2.1,19.03436593107602
22,2.2,10.23607174508836
23,2.3000000000000003,25.32211703769087
24,2.4000000000000004,23.793599411232908
25,2.5,19.730313518969474
26,2.6,28.179706125949988
27,2.7,30.0256491367053
28,2.8000000000000003,25.715467078020694
29,2.9000000000000004,34.73260843423035
30,3.0,39.99676500940995
31,3.1,34.005323536496114
32,3.2,25.6323597264635
33,3.3000000000000003,42.379369530690916
34,3.4000000000000004,29.335099162532067
35,3.5,46.67152216800945
36,3.6,38.562212443633925
37,3.7,49.060479074617284
38,3.8000000000000003,44.56793463343549
39,3.9000000000000004,57.869191132735594
40,4.0,49.2936053895308
41,4.1000000000000005,56.47676934882314
42,4.2,61.22620197328297
43,4.3,57.354453906050196
44,4.4,55.12318890396955
45,4.5,65.32707584395509
46,4.6000000000000005,57.14665089701921
47,4.7,71.78111966034825
48,4.800000000000001,67.29715062785337
49,4.9,73.79378369165312
50,5.0,76.89466691322258
51,5.1000000000000005,73.17479221064917
52,5.2,76.59576639236356
53,5.300000000000001,86.03430741563807
54,5.4,89.88417226170402
55,5.5,90.1090122245017
56,5.6000000000000005,76.44760392387722
57,5.7,99.06669409693917
58,5.800000000000001,87.61535272887185
59,5.9,95.45444813586725
60,6.0,101.93620593725157
61,6.1000000000000005,95.4851144228821
62,6.2,115.2351831395936
63,6.300000000000001,103.04435577531021
64,6.4,106.74954047258996
65,6.5,109.33272555602474
66,6.6000000000000005,120.29807816893464
67,6.7,119.19214746318202
68,6.800000000000001,112.98049879034187
69,6.9,130.2955609429639
70,7.0,123.21975639928985
71,7.1000000000000005,140.59463473637868
72,7.2,124.2013505871454
73,7.300000000000001,141.86975941767594
74,7.4,142.2908097739742
75,7.5,147.87431038038446
76,7.6000000000000005,144.70107910934576
77,7.7,157.67950717403343
78,7.800000000000001,160.63594635036293
79,7.9,159.4769330217268
80,8.0,163.87183875496632
81,8.1,166.48033357755972
82,8.200000000000001,178.09173161416464
83,8.3,168.32383609293538
84,8.4,182.91702210990857
85,8.5,175.28519262790945
86,8.6,184.11665978583915
87,8.700000000000001,198.50798332813073
88,8.8,195.149869158561
89,8.9,194.9319391109426
90,9.0,199.1586417571262
91,9.1,209.70048746940284
92,9.200000000000001,210.6905929267076
93,9.3,219.84489156518396
94,9.4,223.78698604886372
95,9.5,220.0629654063619
96,9.600000000000001,226.7480919177775
97,9.700000000000001,233.84610727441964
98,9.8,235.5312368399104
99,9.9,237.74163518013782
